INFO:root:Start SimCLR training for 100 epochs.
INFO:root:Training with gpu: False.
DEBUG:root:Epoch: 0	Loss: 7.295951843261719	Top1 accuracy: 1.07421875
DEBUG:root:Epoch: 1	Loss: 6.5366973876953125	Top1 accuracy: 0.87890625
DEBUG:root:Epoch: 2	Loss: 6.3570556640625	Top1 accuracy: 0.87890625
DEBUG:root:Epoch: 3	Loss: 6.189613342285156	Top1 accuracy: 2.05078125
DEBUG:root:Epoch: 4	Loss: 5.887428283691406	Top1 accuracy: 3.02734375
DEBUG:root:Epoch: 5	Loss: 5.752056121826172	Top1 accuracy: 4.98046875
DEBUG:root:Epoch: 6	Loss: 5.575540542602539	Top1 accuracy: 5.6640625
DEBUG:root:Epoch: 7	Loss: 5.552639961242676	Top1 accuracy: 6.93359375
DEBUG:root:Epoch: 8	Loss: 5.382229804992676	Top1 accuracy: 10.546875
DEBUG:root:Epoch: 9	Loss: 5.251678466796875	Top1 accuracy: 12.79296875
DEBUG:root:Epoch: 10	Loss: 5.157472133636475	Top1 accuracy: 12.890625
DEBUG:root:Epoch: 11	Loss: 5.073718070983887	Top1 accuracy: 17.7734375
DEBUG:root:Epoch: 12	Loss: 4.823318958282471	Top1 accuracy: 17.578125
DEBUG:root:Epoch: 13	Loss: 4.695424556732178	Top1 accuracy: 19.53125
DEBUG:root:Epoch: 14	Loss: 4.598315238952637	Top1 accuracy: 23.2421875
DEBUG:root:Epoch: 15	Loss: 4.798379898071289	Top1 accuracy: 21.875
DEBUG:root:Epoch: 16	Loss: 4.553480625152588	Top1 accuracy: 24.21875
DEBUG:root:Epoch: 17	Loss: 4.661456108093262	Top1 accuracy: 24.21875
DEBUG:root:Epoch: 18	Loss: 4.503530502319336	Top1 accuracy: 26.7578125
DEBUG:root:Epoch: 19	Loss: 4.426730155944824	Top1 accuracy: 25.68359375
DEBUG:root:Epoch: 20	Loss: 4.1025543212890625	Top1 accuracy: 29.1015625
DEBUG:root:Epoch: 21	Loss: 4.223338603973389	Top1 accuracy: 31.54296875
DEBUG:root:Epoch: 22	Loss: 4.25261116027832	Top1 accuracy: 33.203125
DEBUG:root:Epoch: 23	Loss: 4.033796310424805	Top1 accuracy: 30.37109375
DEBUG:root:Epoch: 24	Loss: 3.936046838760376	Top1 accuracy: 33.3984375
DEBUG:root:Epoch: 25	Loss: 4.038273334503174	Top1 accuracy: 30.6640625
DEBUG:root:Epoch: 26	Loss: 4.119453430175781	Top1 accuracy: 29.8828125
DEBUG:root:Epoch: 27	Loss: 3.956862211227417	Top1 accuracy: 34.1796875
DEBUG:root:Epoch: 28	Loss: 3.8573226928710938	Top1 accuracy: 33.69140625
DEBUG:root:Epoch: 29	Loss: 3.478364944458008	Top1 accuracy: 35.25390625
DEBUG:root:Epoch: 30	Loss: 4.151266098022461	Top1 accuracy: 36.9140625
DEBUG:root:Epoch: 31	Loss: 3.6394872665405273	Top1 accuracy: 31.25
DEBUG:root:Epoch: 32	Loss: 3.6501591205596924	Top1 accuracy: 35.7421875
DEBUG:root:Epoch: 33	Loss: 3.6378324031829834	Top1 accuracy: 35.7421875
DEBUG:root:Epoch: 34	Loss: 3.6936862468719482	Top1 accuracy: 37.01171875
DEBUG:root:Epoch: 35	Loss: 3.4129321575164795	Top1 accuracy: 37.890625
DEBUG:root:Epoch: 36	Loss: 3.6597466468811035	Top1 accuracy: 38.0859375
DEBUG:root:Epoch: 37	Loss: 3.624551296234131	Top1 accuracy: 38.96484375
DEBUG:root:Epoch: 38	Loss: 3.549262285232544	Top1 accuracy: 42.1875
DEBUG:root:Epoch: 39	Loss: 3.428239345550537	Top1 accuracy: 38.18359375
DEBUG:root:Epoch: 40	Loss: 3.567136287689209	Top1 accuracy: 37.6953125
DEBUG:root:Epoch: 41	Loss: 3.7144551277160645	Top1 accuracy: 37.01171875
DEBUG:root:Epoch: 42	Loss: 3.453573226928711	Top1 accuracy: 43.06640625
DEBUG:root:Epoch: 43	Loss: 3.2788989543914795	Top1 accuracy: 40.8203125
DEBUG:root:Epoch: 44	Loss: 3.296703815460205	Top1 accuracy: 41.2109375
DEBUG:root:Epoch: 45	Loss: 3.365792989730835	Top1 accuracy: 37.79296875
DEBUG:root:Epoch: 46	Loss: 3.281731367111206	Top1 accuracy: 40.13671875
DEBUG:root:Epoch: 47	Loss: 3.2319579124450684	Top1 accuracy: 42.578125
DEBUG:root:Epoch: 48	Loss: 3.204899787902832	Top1 accuracy: 43.45703125
DEBUG:root:Epoch: 49	Loss: 3.3983359336853027	Top1 accuracy: 43.26171875
DEBUG:root:Epoch: 50	Loss: 3.2358624935150146	Top1 accuracy: 41.9921875
DEBUG:root:Epoch: 51	Loss: 3.068634510040283	Top1 accuracy: 42.1875
DEBUG:root:Epoch: 52	Loss: 3.185270309448242	Top1 accuracy: 42.28515625
DEBUG:root:Epoch: 53	Loss: 3.232996940612793	Top1 accuracy: 44.140625
DEBUG:root:Epoch: 54	Loss: 3.1476387977600098	Top1 accuracy: 45.01953125
DEBUG:root:Epoch: 55	Loss: 3.1805310249328613	Top1 accuracy: 41.69921875
DEBUG:root:Epoch: 56	Loss: 3.1844136714935303	Top1 accuracy: 43.9453125
DEBUG:root:Epoch: 57	Loss: 3.393376588821411	Top1 accuracy: 45.21484375
DEBUG:root:Epoch: 58	Loss: 3.142052412033081	Top1 accuracy: 46.875
DEBUG:root:Epoch: 59	Loss: 3.0362062454223633	Top1 accuracy: 41.50390625
DEBUG:root:Epoch: 60	Loss: 2.8833041191101074	Top1 accuracy: 46.6796875
DEBUG:root:Epoch: 61	Loss: 3.0297462940216064	Top1 accuracy: 44.3359375
DEBUG:root:Epoch: 62	Loss: 3.078373670578003	Top1 accuracy: 48.828125
DEBUG:root:Epoch: 63	Loss: 2.9423816204071045	Top1 accuracy: 49.0234375
DEBUG:root:Epoch: 64	Loss: 3.0302631855010986	Top1 accuracy: 44.43359375
DEBUG:root:Epoch: 65	Loss: 3.0675363540649414	Top1 accuracy: 46.19140625
DEBUG:root:Epoch: 66	Loss: 2.936011791229248	Top1 accuracy: 46.19140625
DEBUG:root:Epoch: 67	Loss: 3.0717101097106934	Top1 accuracy: 49.12109375
DEBUG:root:Epoch: 68	Loss: 2.7135798931121826	Top1 accuracy: 50.0
DEBUG:root:Epoch: 69	Loss: 2.9025020599365234	Top1 accuracy: 49.90234375
DEBUG:root:Epoch: 70	Loss: 2.9496941566467285	Top1 accuracy: 48.6328125
DEBUG:root:Epoch: 71	Loss: 2.7018370628356934	Top1 accuracy: 47.75390625
DEBUG:root:Epoch: 72	Loss: 3.1043999195098877	Top1 accuracy: 47.55859375
DEBUG:root:Epoch: 73	Loss: 2.824362277984619	Top1 accuracy: 47.94921875
DEBUG:root:Epoch: 74	Loss: 2.8548226356506348	Top1 accuracy: 49.21875
DEBUG:root:Epoch: 75	Loss: 2.957292079925537	Top1 accuracy: 52.24609375
DEBUG:root:Epoch: 76	Loss: 2.765596866607666	Top1 accuracy: 49.90234375
DEBUG:root:Epoch: 77	Loss: 2.786188840866089	Top1 accuracy: 50.78125
DEBUG:root:Epoch: 78	Loss: 2.5983057022094727	Top1 accuracy: 53.125
DEBUG:root:Epoch: 79	Loss: 2.8680672645568848	Top1 accuracy: 50.48828125
DEBUG:root:Epoch: 80	Loss: 2.732712984085083	Top1 accuracy: 51.171875
DEBUG:root:Epoch: 81	Loss: 2.849395275115967	Top1 accuracy: 49.70703125
DEBUG:root:Epoch: 82	Loss: 2.908527374267578	Top1 accuracy: 49.70703125
DEBUG:root:Epoch: 83	Loss: 2.962815046310425	Top1 accuracy: 50.29296875
DEBUG:root:Epoch: 84	Loss: 2.6117990016937256	Top1 accuracy: 50.1953125
DEBUG:root:Epoch: 85	Loss: 2.763336420059204	Top1 accuracy: 52.1484375
DEBUG:root:Epoch: 86	Loss: 2.8926308155059814	Top1 accuracy: 51.5625
DEBUG:root:Epoch: 87	Loss: 2.742741107940674	Top1 accuracy: 51.7578125
DEBUG:root:Epoch: 88	Loss: 2.595857858657837	Top1 accuracy: 53.3203125
DEBUG:root:Epoch: 89	Loss: 2.8658804893493652	Top1 accuracy: 50.9765625
DEBUG:root:Epoch: 90	Loss: 2.7983124256134033	Top1 accuracy: 52.05078125
DEBUG:root:Epoch: 91	Loss: 2.6758906841278076	Top1 accuracy: 52.34375
DEBUG:root:Epoch: 92	Loss: 2.54105806350708	Top1 accuracy: 55.37109375
DEBUG:root:Epoch: 93	Loss: 2.6098809242248535	Top1 accuracy: 52.9296875
DEBUG:root:Epoch: 94	Loss: 2.75488543510437	Top1 accuracy: 54.00390625
DEBUG:root:Epoch: 95	Loss: 2.887157917022705	Top1 accuracy: 51.7578125
DEBUG:root:Epoch: 96	Loss: 2.6856038570404053	Top1 accuracy: 50.78125
DEBUG:root:Epoch: 97	Loss: 2.76595139503479	Top1 accuracy: 53.7109375
DEBUG:root:Epoch: 98	Loss: 2.696643352508545	Top1 accuracy: 50.9765625
DEBUG:root:Epoch: 99	Loss: 2.76657772064209	Top1 accuracy: 50.9765625
INFO:root:Training has finished.
INFO:root:Model checkpoint and metadata has been saved at runs/Nov09_08-32-38_e0e2983e133e.
